A	Coef.BasalvsNon	Coef.BasalvsAirway	Coef.BasalvsEpCAM	t.BasalvsNon	t.BasalvsAirway	t.BasalvsEpCAM	p.value.BasalvsNon	p.value.BasalvsAirway	p.value.BasalvsEpCAM	Res.BasalvsNon	Res.BasalvsAirway	Res.BasalvsEpCAM	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
13198	4.06225909854761	0.444668026752949	-0.921431882015793	-0.956545665926509	0	0	0	0.990666950040614	0.668329255958207	0.580244398300004	0	0	0	13198	DNA-damage inducible transcript 3	Ddit3	chr10	127290793	127296288
216443	5.43785212698349	-0.343394148608871	0.0957411516114113	-0.154017658681404	0	0	0	0.999996284929189	0.999999972955006	0.999999538546992	0	0	0	216443	methionine-tRNA synthetase	Mars	chr10	127296221	127311786
216445	-0.369922136144092	-0.90018940337827	-0.125040707236901	0.181301496862757	0	0	0	0.626620879035412	0.993440504025539	0.972384518100868	0	0	0	216445	Rho GTPase activating protein 9	Arhgap9	chr10	127321964	127329943
14632	-1.29976773530222	1.26133750699817	-4.64631991552717	-5.93773480089764	0.163430598723922	-3.1929350546704	-4.33480532618403	0.525448801377961	0.00323826118080468	0.000330387316926523	0	-1	-1	14632	GLI-Kruppel family member GLI1	Gli1	chr10	127329882	127341579
71750	6.59262468165478	0.252567158023154	0.199032259907197	0.292191947900819	0	0	0	0.999999940414651	0.999999995422755	0.999999847999262	0	0	0	71750	R3H domain containing 2	R3hdm2	chr10	127390311	127499384
237611	0.631175499168742	0.554481721654982	0.134595383308958	0.564742130589134	0	0	0	0.970694631769973	0.999667969912594	0.9323516297161	0	0	0	237611	SH3 and cysteine rich domain 3	Stac3	chr10	127501689	127508815
407790	-1.7731486255222	1.02390083118972	-5.71542326602765	-4.9931868436748	0.0222642714425877	-5.95157130404519	-4.63639499333799	0.531078513463497	1.56546502758539e-05	0.000179386155277434	0	-1	-1	407790	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	Ndufa4l2	chr10	127514939	127517156
108037	4.34029650074541	0.835311181711679	1.30401226763153	1.25304615626028	0	3.3176056208125	2.19115967475648	0.956163276409263	0.00244175070203667	0.0226260207666408	0	1	0	108037	serine hydroxymethyltransferase 2 (mitochondrial)	Shmt2	chr10	127517123	127522444
16971	7.17776277802121	1.46706971988282	2.79577037451848	1.33118347180473	1.90808817538818	8.18300981978736	1.35642522775763	0.0382051297879661	4.16630129232015e-07	0.097869853624794	0	1	0	16971	low density lipoprotein receptor-related protein 1	Lrp1	chr10	127538158	127621148
20852	7.28339816700136	0.0571826500962933	-0.308878226947928	-0.287137255078987	0	0	0	0.999999999858472	0.999999998249576	0.999999992378365	0	0	0	20852	signal transducer and activator of transcription 6	Stat6	chr10	127642986	127660987
17937	5.20573365587311	0.61811156871791	-0.244789141174411	-0.196410194849053	0	0	0	0.99791996739679	0.999999009220904	0.999996401814838	0	0	0	17937	Ngfi-A binding protein 2	Nab2	chr10	127660918	127666703
72243	0.809297386786383	-0.708263743735801	-1.97045001881159	-1.74649792115984	0	-3.56951115145664	-2.31974729243054	0.821764276379945	0.00146825233911061	0.0177126637509213	0	-1	0	72243	RIKEN cDNA 1700012D01 gene	1700012D01Rik	chr10	127667123	127668851
210035	3.63480710567073	0.580554452989451	-0.579299514817416	0.67768429157734	0	0	0	0.999344777402571	0.999811127521556	0.980607501231403	0	0	0	210035	nuclear envelope integral membrane protein 1	Nemp1	chr10	127667123	127701047
320080	4.24176300808118	0.47026089482103	0.452181435332851	0.223748168703469	0	0	0	0.999998569082268	0.999999316933567	0.99999990509086	0	0	0	320080	zinc finger and BTB domain containing 39	Zbtb39	chr10	127739538	127747339
11536	0.666531125605445	-0.848569504728244	-4.42251801952473	-4.09673938784135	0	-5.42642540974546	-4.52880238867433	0.591725489413335	3.99000529046066e-05	0.000218942558293175	0	-1	-1	11536	G protein-coupled receptor 182	Gpr182	chr10	127749602	127751798
70061	-2.37300248244959	-1.16864398744328	-4.04193183171399	-0.391714421375107	-0.170761353248352	-3.62960782971079	0	0.455812865839305	0.00131439276008196	0.819170546184385	0	-1	0	70061	4short chain dehydrogenase/reductase family 9C, member 7	Sdr9c7	chr10	127898535	127911759
19075	2.64228080650662	1.14018512237546	1.81467583007833	1.14104291406734	0.908378666692517	4.55500069986144	0.678875533205258	0.189275194211436	0.00020685132610431	0.253962012614939	0	1	0	19075	DNA primase, p49 subunit	Prim1	chr10	128015215	128030030
17938	6.04470603096158	0.193570311884688	-0.133436482276518	-0.384889215248035	0	0	0	0.999993261428582	0.99999930330086	0.999867816825534	0	0	0	17938	nascent polypeptide-associated complex alpha polypeptide	Naca	chr10	128035346	128048637
56351	2.87547165251031	-0.3758321838369	-1.94904569322807	-0.399942345621309	0	-7.73225938579364	0	0.999745022118348	8.1954732038176e-07	0.997944803398316	0	-1	0	56351	prostaglandin E synthase 3	Ptges3	chr10	128058982	128077254
11947	9.24759781312525	-0.00942847413594627	0.0795483205110257	0.0500332987991836	0	0	0	0.999999999942601	0.999999999929971	0.999999999772095	0	0	0	11947	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	Atp5b	chr10	128083307	128090388
116848	6.98467627540899	0.285708040293288	0.805951231048184	0.729345023459345	0	0	0	0.999999951207527	0.995616842253984	0.998763491461849	0	0	0	116848	bromodomain adjacent to zinc finger domain, 2A	Baz2a	chr10	128091610	128112149
56516	5.51459699988818	0.516696956401476	0.328361925270123	-1.02976322555554	0	0	-0.31231365559367	0.999920351581425	0.99999911946426	0.379627447106003	0	0	0	56516	RNA binding motif, single stranded interacting protein 2	Rbms2	chr10	128129470	128176568
216456	-2.06262960811163	1.89132087233479	-1.42294819491599	-4.79962826656682	1.03520333527346	-0.657914005392545	-6.5267876145717	0.161028056024588	0.261441108490873	5.72827449718926e-06	0	0	-1	216456	glutaminase 2 (liver, mitochondrial)	Gls2	chr10	128194635	128210004
66701	2.05849130824648	0.0850004078561075	0.141116828260961	0.375317865954885	0	0	0	0.999997599949548	0.999991959692763	0.998211765911319	0	0	0	66701	SPRY domain containing 4	Spryd4	chr10	128209910	128211794
21853	2.16894997988765	1.24241850022928	0.180124308058883	0.420844313271587	0.721847811972263	0	0	0.240946488531111	0.994769665610607	0.927050651897555	0	0	0	21853	timeless circadian clock 1	Timeless	chr10	128232063	128244829
20847	5.41182772226582	-0.616204873915209	-0.0750388948819203	-0.359167092326253	0	0	0	0.995872569975897	0.999999517406812	0.999854402038622	0	0	0	20847	signal transducer and activator of transcription 2	Stat2	chr10	128270576	128292849
103135	5.85293924351837	0.344729601875445	-0.156945545253235	-0.300360314641713	0	0	0	0.999985511100919	0.999999809171916	0.999990047449305	0	0	0	103135	PAN2 poly(A) specific ribonuclease subunit	Pan2	chr10	128303335	128307408
56530	5.85346367867359	-0.555805971692164	-0.466936029533631	-1.05654260630773	0	0	-0.473923179781079	0.999083515004435	0.999926300115704	0.321311074697407	0	0	0	56530	canopy FGF signaling regulator 2	Cnpy2	chr10	128322459	128327187
12974	7.29311634885964	0.173138824037084	0.688977459314227	0.470540665533577	0	0	0	0.999999992433453	0.999886933346045	0.99999814839836	0	0	0	12974	citrate synthase	Cs	chr10	128337832	128362479
210582	4.52247538037855	-0.285791807360095	-1.07804102800491	-1.1146926217107	0	-0.808805484136193	-1.02183621898421	0.999996187765318	0.21585873789238	0.161814802389037	0	0	0	210582	coenzyme Q10A	Coq10a	chr10	128363097	128370037
237615	5.55112374081115	0.277021962152636	1.12243220470784	0.901318360027644	0	1.59897097170516	0	0.999999838769377	0.065707946371316	0.854051463297088	0	0	0	237615	ankyrin repeat domain 52	Ankrd52	chr10	128377124	128385496
69917	4.79296382050506	-0.0396497049984363	0.182455127064818	-0.077161353635308	0	0	0	0.999999984750673	0.999999899030487	0.999999848201159	0	0	0	69917	nucleic acid binding protein 2	Nabp2	chr10	128401395	128409796
67588	5.13621740065822	-0.0429427795623516	-0.591872011688171	-0.766849072262766	0	0	0	0.999999985858804	0.999878572178447	0.985134985411039	0	0	0	67588	ring finger protein 41	Rnf41	chr10	128411616	128441441
68094	7.29698353302129	0.145107252763666	0.142218203234241	-0.131175305844089	0	0	0	0.999999994081109	0.999999999125625	0.999999995304709	0	0	0	68094	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	Smarcc2	chr10	128459236	128490174
17904	7.00124098886824	-0.132382342018816	-0.0706252917365182	-0.00129166440416029	0	0	0	0.999999970766587	0.99999999833454	0.999999999823836	0	0	0	17904	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	Myl6	chr10	128490859	128493009
216459	1.20645770009735	0.418699797557316	0.023533473619859	-0.659927351441915	0	0	0	0.997073197365916	0.999991355544255	0.952080942921824	0	0	0	216459	myosin, light polypeptide 6B	Myl6b	chr10	128494157	128498685
100502705	2.26545723051632	-0.00670983479984222	-1.4906717022822	-1.14080914603712	0	-3.63997807969288	-0.84391027648671	0.999998739329495	0.00127375815963284	0.206223130446731	0	-1	0	100502705	NA	NA	NA	NA	NA
23943	6.13052099788421	-0.360195530096864	-0.270816084817638	-0.520983260353541	0	0	0	0.999991940942032	0.999999504487618	0.999817004271961	0	0	0	23943	extended synaptotagmin-like protein 1	Esyt1	chr10	128510250	128525859
103284	4.1215761417891	0.0963110345254599	0.463648559994027	0.984937739435586	0	0	0	0.999999971861932	0.999984143302792	0.546836112489911	0	0	0	103284	zinc finger CCCH type containing 10	Zc3h10	chr10	128543565	128547744
67945	8.39406987400555	-0.0885955950028592	-0.120130652958111	-0.248229738575338	0	0	0	0.999991308122148	0.999997450549831	0.999940180873521	0	0	0	67945	ribosomal protein L41	Rpl41	chr10	128548110	128548973
18813	6.54678486929839	0.446993627373973	0.432422859255785	0.808220090767879	0	0	0	0.99999947513784	0.999999922617721	0.991356728087572	0	0	0	18813	proliferation-associated 2G4	Pa2g4	chr10	128557766	128565934
13867	6.7043678436472	-0.147544598395021	0.571089348186506	0.328296804473825	0	0	0	0.999998523424175	0.999588413859803	0.999975973558322	0	0	0	13867	erb-b2 receptor tyrosine kinase 3	Erbb3	chr10	128569368	128589501
27370	6.82754003131886	0.482740134788128	0.961058430603725	0.630199588775436	0	0	0	0.998187686149129	0.614361578691139	0.986304436265822	0	0	0	27370	ribosomal protein S26	Rps26	chr10	128624529	128626506
22781	2.25753596820421	0.655098460780793	-0.0862958705822781	1.24550767548329	0	0	0.445257785614185	0.817739158783725	0.994631467507719	0.331894330983746	0	0	0	22781	IKAROS family zinc finger 4	Ikzf4	chr10	128632415	128644648
211389	3.99129778276969	0.10737833044088	1.06880728364287	0.61347105533938	0	0.733811196505473	0	0.999999982300461	0.237389920170873	0.99832472977495	0	0	0	211389	sulfite oxidase	Suox	chr10	128669887	128673918
19344	5.9277175864926	0.036502346847441	0.372527178914048	-0.707826550150617	0	0	0	0.999999994839715	0.99999944875981	0.997675414713767	0	0	0	19344	RAB5B, member RAS oncogene family	Rab5b	chr10	128677183	128696268
12566	4.47669847200646	0.703281778925844	0.958475378464066	-0.565646407209392	0	0	0	0.995362869330274	0.658005362699777	0.999673499136164	0	0	0	12566	cyclin-dependent kinase 2	Cdk2	chr10	128697939	128705026
20431	0.85935689050701	0.172278694657693	1.73682489078906	1.27736597344961	0	3.64630200078301	1.10860059552588	0.999946167069685	0.00125762847222036	0.142839352563525	0	1	0	20431	premelanosome protein	Pmel	chr10	128706258	128720238
13139	6.1634060675412	1.06292725993795	2.73035248378264	1.64263825016361	0.493716820382323	14.1518612876656	4.86971465263406	0.314455702261003	3.52826833736501e-10	0.000112721105859508	0	1	1	13139	diacylglycerol kinase, alpha	Dgka	chr10	128720136	128744056
78428	4.02610815244978	-0.0629251383903111	-0.0416359530978214	-0.436652155469738	0	0	0	0.999999867938815	0.999999932106314	0.999822285289961	0	0	0	78428	PYM homolog 1, exon junction complex associated factor	Pym1	chr10	128747879	128766568
58223	0.103207429809698	-0.687288615547774	-3.52636492555308	-5.56074524697664	0	-5.47749479961008	-10.143079757605	0.70990792583428	3.6164246898096e-05	2.90040134030156e-08	0	-1	-1	58223	matrix metallopeptidase 19	Mmp19	chr10	128790910	128799205
73827	2.43992480744228	0.163010733596616	0.314595769547713	-0.597744173825366	0	0	0	0.999960175187712	0.999625783691523	0.982057219626124	0	0	0	73827	transmembrane protein 198b	Tmem198b	chr10	128800036	128804370
74330	5.97818588148123	0.111519021435343	0.22901120406574	-0.139988915183588	0	0	0	0.999999998854411	0.999999998128893	0.999999997245101	0	0	0	74330	DnaJ heat shock protein family (Hsp40) member C14	Dnajc14	chr10	128805580	128816107
66844	3.85645627684284	-0.643034367796269	-0.686472843006977	-0.511634462005417	0	0	0	0.990661014298104	0.983370717061115	0.994781196072353	0	0	0	66844	ORM1-like 2 (S. cerevisiae)	Ormdl2	chr10	128817457	128821631
66118	2.49191088457813	0.254097380112694	0.406166384731735	0.448307038773469	0	0	0	0.998711635535508	0.992780473901674	0.966231888412942	0	0	0	66118	SAP domain containing ribonucleoprotein	Sarnp	chr10	128821771	128848310
12512	6.49401577937809	-0.562615010887422	-1.07592768125552	-2.28452593757734	0	-0.825620759344301	-12.2416410458456	0.999553912297972	0.211207655520511	2.47203459701027e-09	0	0	-1	12512	CD63 antigen	Cd63	chr10	128908919	128912818
19682	2.17452831287437	0.220804709071797	-1.39805214551533	-0.401683685095814	0	-2.24282856846645	0	0.998735369275858	0.0205154318117858	0.985843897583507	0	0	0	19682	retinol dehydrogenase 5	Rdh5	chr10	128913591	128919297
14533	5.0959755635219	-0.310629362778387	-0.815163910311644	-1.17128246493699	0	0	-1.77664225482433	0.999998661936535	0.977626867383592	0.0483182830943072	0	0	0	14533	biogenesis of lysosomal organelles complex-1, subunit 1	Bloc1s1	chr10	128919914	128923524
16404	4.15608058850833	0.0910053784241922	-3.0474963226086	-4.56230052608353	0	-13.9682218165606	-23.8110651141454	0.999873332044363	4.21159059614121e-10	2.56067524569835e-13	0	-1	-1	16404	integrin alpha 7	Itga7	chr10	128933813	128958284
434624	0.878200970126602	-1.10078730536292	-3.35795431663142	-3.17478839783077	-0.228677390552611	-6.30321002202738	-5.23613828266256	0.411296440080712	8.33642503143994e-06	5.64674678495132e-05	0	-1	-1	434624	ferritin light polypeptide, pseudogene 2	Ftl1-ps2	NA	NA	NA
236604	4.19182712171139	-0.279017507163215	-2.07753655914822	-1.49668437962077	0	-10.7427948481944	-4.15167695390851	0.999990058069743	1.37276291188322e-08	0.000457227613754602	0	-1	-1	236604	phosphatidylserine decarboxylase, pseudogene 1	Pisd-ps1	chr11	3124021	3131944
78887	4.65563337646117	-0.135560464028461	-1.60414117598808	-0.851493880804798	0	-5.29304762206248	0	0.999995372390648	5.07637415381865e-05	0.844003662992293	0	-1	0	78887	Sfi1 homolog, spindle assembly associated (yeast)	Sfi1	chr11	3131850	3157936
74203	5.79720543086622	0.372628006966158	0.456183560666982	0.228553272337789	0	0	0	0.999999931344704	0.999999884193271	0.999999990933344	0	0	0	74203	eukaryotic translation initiation factor 4E nuclear import factor 1	Eif4enif1	chr11	3202353	3244588
13494	5.75005371149514	0.0167510146253527	-0.13826922218371	-0.0908164707438788	0	0	0	0.999999999011265	0.999999996364954	0.999999985614849	0	0	0	13494	developmentally regulated GTP binding protein 1	Drg1	chr11	3249922	3266386
56218	4.40321157363907	0.0748024137710805	0.331222120349703	-0.567172543074735	0	0	0	0.999999993901932	0.999999591728383	0.999893247399143	0	0	0	56218	POZ (BTB) and AT hook containing zinc finger 1	Patz1	chr11	3289131	3295429
791413	-0.0728334917366569	0.425822764398204	-1.51374512771016	-2.10515138785844	0	-1.82787202244115	-3.58586476556773	0.939906839773639	0.0441234402354739	0.00142062711920428	0	0	-1	791413	predicted gene 12592	Gm12592	NA	NA	NA
100302648	0.196764412644043	0.134414778457273	-0.535118049754552	-0.929121554689808	0	0	0	0.999380382089789	0.982898379543075	0.618664236477539	0	0	0	100302648	predicted gene 11944	Gm11944	chr11	3309000	3320722
216505	4.6237548703298	0.863812830528568	-0.0957173010728991	0.815762539272763	0	0	0	0.866844670412451	0.999999815357643	0.889616847668646	0	0	0	216505	phosphoinositide-3-kinase interacting protein 1	Pik3ip1	chr11	3330731	3333962
16886	7.56598326773304	0.652412641483272	1.53993496619525	1.55710974483642	0	6.69829700790428	6.03018613090996	0.998951509736638	4.26936849597469e-06	1.33921855141233e-05	0	1	1	16886	LIM motif-containing protein kinase 2	Limk2	chr11	3343297	3356141
193670	5.1867443423821	-0.634847080950022	-0.418300586119484	-1.10912903644476	0	0	-1.24433081127722	0.999695732864693	0.999998693245006	0.116572711874319	0	0	0	193670	ring finger protein 185	Rnf185	chr11	3415973	3452956
71523	2.48651662200162	-0.50277858631795	-1.97545404441493	-0.251925875155506	0	-5.81519286194595	0	0.991006489696686	1.9602389818867e-05	0.995996228664006	0	-1	0	71523	RIKEN cDNA 8430429K09 gene	8430429K09Rik	chr11	3452437	3458342
237625	0.349199049567452	-1.32878352424868	-2.29066515674254	-0.461459375820007	-0.898280421609423	-3.79187554303914	0	0.191873180821029	0.00093833173569082	0.865646648446656	0	-1	0	237625	phospholipase A2, group III	Pla2g3	chr11	3488227	3494166
170835	1.50884002943012	-3.87667331322827	-1.7834997870692	-0.67493210867923	-12.7691223707113	-3.06150263912774	0	1.41002732275781e-09	0.00409265140247678	0.821249627589475	-1	-1	0	170835	inositol polyphosphate 5-phosphatase J	Inpp5j	chr11	3494272	3504821
114679	1.84551063917705	-2.71193870805947	-2.51951765185912	-2.90074979226721	-4.59894998038542	-3.99780419505581	-4.63225901185849	0.000189946350351792	0.000621219449546321	0.000178092270769444	-1	-1	-1	114679	selenoprotein M	Selenom	chr11	3514702	3517348
29856	3.88406183772864	2.34846626391785	0.838018945447099	1.18262408753773	6.17182831977534	0	0.79039426772043	1.04559786098089e-05	0.820440193114045	0.221026034519437	1	0	0	29856	smoothelin	Smtn	chr11	3517522	3527937
544752	6.44117203734823	0.442237454667074	0.491484821679853	-0.280710532831697	0	0	0	0.993948636506763	0.994976499930225	0.998808796353372	0	0	0	544752	taurine upregulated gene 1	Tug1	chr11	3639785	3647536
74522	5.77832225603601	0.350765071755066	0.48057593763178	0.00941011978293815	0	0	0	0.999998819229682	0.999995250359715	0.999999997825508	0	0	0	74522	microrchidia 2A	Morc2a	chr11	3649494	3690372
74309	-1.08155874021081	-1.63603644311559	-0.50800700283583	-0.773009329429437	-1.38389982545224	0	0	0.093698941125422	0.832547941976993	0.653983849262736	0	0	0	74309	oxysterol binding protein 2	Osbp2	chr11	3703731	3722227
67430	1.30238871635218	-1.84643210549215	-2.10662000266087	-0.0732103748585025	-3.22317361398716	-4.14550638013954	0	0.00295461106002109	0.000462867925403216	0.991690438733573	-1	-1	0	67430	RIKEN cDNA 4921536K21 gene	4921536K21Rik	chr11	3886088	3895126
75219	5.65736775364857	-1.23553338613488	-2.37989619727429	-1.92733147399985	-1.32571607351853	-8.50024955512955	-5.06875468103077	0.102735648402216	2.62618160968439e-07	7.72483793734806e-05	0	-1	-1	75219	dual specificity phosphatase 18	Dusp18	chr11	3895240	3901296
103710	4.29987304333148	0.401926115606084	-0.0356621023768628	0.155422313473432	0	0	0	0.999846980190882	0.999999592323801	0.999974191618399	0	0	0	103710	solute carrier family 35, member E4	Slc35e4	chr11	3907022	3914664
21452	6.90984713334119	-1.45132409931314	-0.149816213945061	-0.74119553859807	-2.97922492025323	0	0	0.00482854925058071	0.9999940792813	0.946608848878518	-1	0	0	21452	transcobalamin 2	Tcn2	chr11	3917078	3931961
64934	5.50311659240664	0.200476474800119	0.186481026287804	0.0273029610682567	0	0	0	0.999999998325017	0.999999999637367	0.999999999848023	0	0	0	64934	pescadillo ribosomal biogenesis factor 1	Pes1	chr11	3963975	3980004
53897	5.0050821054799	0.761514596203523	1.012147594307	0.598051215922489	0	0.127473262842557	0	0.98479247074741	0.450159698428929	0.998740482503182	0	0	0	53897	galactose-3-O-sulfotransferase 1	Gal3st1	chr11	3983636	3999328
103655	6.40452049123816	-2.86708099338187	-3.30753675811175	-4.60643126827519	-20.4979701057486	-28.2719229873111	-39.5931186373361	2.10919743596802e-12	2.23535361529109e-14	1.81222048762848e-16	-1	-1	-1	103655	SEC14-like lipid binding 4	Sec14l4	chr11	4031782	4048009
380683	11.0639935211345	-2.2761291024948	-3.02764697350515	0.767401117962148	-9.17131701290562	-17.2385914477587	0	1.0278908723603e-07	2.35831831358784e-11	0.956238070521295	-1	-1	0	380683	SEC14-like lipid binding 3	Sec14l3	chr11	4064853	4078990
67900	1.93208006031453	-1.15627936358803	-0.612929809332705	-2.54776992567743	-0.742723738222873	0	-7.32908341110888	0.234764436683389	0.946248287002389	1.53400794001661e-06	0	0	-1	67900	mitochondrial fission process 1	Mtfp1	chr11	4091481	4095431
67815	4.68758300363771	-3.65640433542679	-2.45428163853852	-3.96070749727017	-13.4752431287309	-7.40092033971848	-14.7551609522112	6.84476588090854e-10	1.36977565084193e-06	2.00158897006075e-10	-1	-1	-1	67815	SEC14-like lipid binding 2	Sec14l2	chr11	4097040	4118729
71673	5.31179844554807	-0.177334855862477	-0.813999234829113	-0.987948819175593	0	0	0	0.999999950778309	0.986428863892495	0.553651979238753	0	0	0	71673	ring finger protein 215	Rnf215	chr11	4135160	4141192
216516	6.19430943939571	-1.0954843319504	-2.75897726885771	-1.04735060363035	-0.86901212576779	-18.2531972767696	-0.406352040265766	0.199508689509418	1.06622261668923e-11	0.345213286452812	0	-1	0	216516	coiled-coil domain containing 157	Ccdc157	chr11	4141124	4147665
67465	5.97034541476944	0.280324464760471	0.600539437776918	0.847081668007223	0	0	0	0.99999980528248	0.999957448959418	0.946410715740871	0	0	0	67465	splicing factor 3a, subunit 1	Sf3a1	chr11	4160354	4171913
103724	5.09905883741804	0.515490289652662	1.32244510169787	0.823178080796985	0	3.56983131004052	0	0.99994660160278	0.00146729328792416	0.945140503529971	0	1	0	103724	TBC1 domain family, member 10a	Tbc1d10a	chr11	4186833	4215505
71962	3.01357806569435	1.14421801493348	1.47042909052977	0.214357142287071	1.32462356819585	3.87722335507742	0	0.10291227717455	0.000790586109835161	0.999994481464131	0	1	0	71962	GATS protein-like 3	Gatsl3	chr11	4218251	4222409
18413	-0.459304927200761	1.79204759415461	-0.125259575622405	-0.200779699642119	2.0054914748279	0	0	0.0319887297219001	0.99569776336671	0.979588630849775	0	0	0	18413	oncostatin M	Osm	chr11	4236785	4241026
16878	3.96549814585328	-0.781561431519956	1.20422066675004	2.57786466969689	0	1.4701742427997	6.75057878605614	0.958521406461606	0.0814549215848926	3.91424679787841e-06	0	0	1	16878	leukemia inhibitory factor	Lif	chr11	4257568	4272514
74302	7.12264028824268	-0.309122479155565	0.0761802204244906	0.0637088746782606	0	0	0	0.99999932187885	0.99999999755226	0.999999987201148	0	0	0	74302	myotubularin related protein 3	Mtmr3	chr11	4480868	4488366
75452	6.68031254231102	-1.7057191723945	-1.34532757017513	0.0555352781761806	-6.61019776958013	-3.72245369238389	0	4.94659347023625e-06	0.0010788290888791	0.999999761691846	-1	-1	0	75452	activating signal cointegrator 1 complex subunit 2	Ascc2	chr11	4637793	4683386
66152	5.89484537804958	-0.589613718350036	-0.460627718370187	-0.093837198688437	0	0	0	0.99820433592985	0.999930952548284	0.999998207713123	0	0	0	66152	ubiquinol-cytochrome c reductase, complex III subunit X	Uqcr10	chr11	4701968	4704344
67178	4.55460255072998	-0.399819881281334	-0.374970443483713	0.364315340329201	0	0	0	0.999995511336241	0.999998571663971	0.999962301447588	0	0	0	67178	zinc finger, matrin type 5	Zmat5	chr11	4704671	4737666
18016	6.59731093426465	0.517926101962366	0.574772395906159	0.464008657244923	0	0	0	0.999997170350687	0.999997128230605	0.999998977992577	0	0	0	18016	neurofibromin 2	Nf2	chr11	4765845	4782352
18082	3.98051531900042	0.262794905650852	1.08397649891671	-0.641511477468699	0	0.74666961106885	0	0.999998527139167	0.233607705306366	0.99783900958159	0	0	0	18082	nipsnap homolog 1	Nipsnap1	chr11	4874003	4894200
107829	4.70236635463321	0.138831245679593	0.581525868049737	0.867074272999635	0	0	0	0.999999985707929	0.999952397489891	0.894376557574228	0	0	0	107829	THO complex 5	Thoc5	chr11	4895343	4928865
380684	-1.52995414584244	-2.70834093710404	0.447208285254134	-0.296605173837631	-5.08365210278757	0	0	7.51186170695305e-05	0.896382696087338	0.925869092266538	-1	0	0	380684	neurofilament, heavy polypeptide	Nefh	chr11	4938756	4948064
11764	6.5451769464308	-0.324150663184913	0.232791488731853	-0.296884679309462	0	0	0	0.999999294956258	0.999999969513432	0.999999502952624	0	0	0	11764	adaptor protein complex AP-1, beta 1 subunit	Ap1b1	chr11	4947521	5042794
78926	6.33329065285575	-0.346562056470598	-0.322219485311103	-0.646631928726434	0	0	0	0.999991824873092	0.999998601881984	0.997781787441693	0	0	0	78926	growth arrest-specific 2 like 1	Gas2l1	chr11	5054131	5065327
75668	1.49546020858068	-0.571092745223047	-2.43896835345353	-2.19633394544593	0	-5.17458910991142	-3.84047112105219	0.90082245139532	6.33164673496262e-05	0.000851081502972205	0	-1	-1	75668	RAS-like, family 10, member A	Rasl10a	chr11	5058128	5060383
14030	7.40550888639322	0.00420905804161187	-0.410760228401199	-0.319084278846051	0	0	0	0.999999999968757	0.999999955820819	0.99999995682832	0	0	0	14030	Ewing sarcoma breakpoint region 1	Ewsr1	chr11	5069687	5099088
279766	3.59626275255716	-0.699701206703683	-0.595938697317521	-0.368716598269123	0	0	0	0.992625074111619	0.998864085710776	0.999779275190201	0	0	0	279766	rhomboid domain containing 3	Rhbdd3	chr11	5099273	5106100
140703	-0.348904026667064	-1.75901279204927	-3.4526492181734	-4.02092439104475	-1.05754923311149	-3.82712565781867	-4.46277869096674	0.154638413702077	0.000876986912446275	0.000248971970888642	0	-1	-1	140703	EMI domain containing 1	Emid1	chr11	5106266	5129720
84035	6.77818459576693	0.957962594747107	0.380951827856388	1.9927069123687	0	0	9.84675659447237	0.6708430462317	0.99999889335997	4.19949703591606e-08	0	0	1	84035	kringle containing transmembrane protein 1	Kremen1	chr11	5191553	5261610
407821	4.46048619057603	0.67007895624639	1.89867088480759	0.177302155685383	0	6.9695449814399	0	0.994188818180447	2.73128367773521e-06	0.999995498460726	0	1	0	407821	zinc and ring finger 3	Znrf3	chr11	5276329	5381740
22433	7.51627599594163	-1.12223192986525	-0.125915331806473	-0.917941808162212	-1.12859120498124	0	0	0.138712139145769	0.999999931146989	0.773269777411191	0	0	0	22433	X-box binding protein 1	Xbp1	chr11	5520641	5525993
104479	5.4423608082277	0.0519169388514786	0.229696224042195	0.0132888122508144	0	0	0	0.999999810693287	0.999998879787406	0.999999893353972	0	0	0	104479	coiled-coil domain containing 117	Ccdc117	chr11	5528888	5542217
665181	3.08779879528617	-0.353086504499367	-0.260873782362893	-0.749372471934964	0	0	0	0.999912969793944	0.99997003536818	0.939975083441488	0	0	0	665181	predicted gene 11964	Gm11964	NA	NA	NA
64660	4.58691302400392	-0.432297950653898	-0.375650894194948	-0.590705266895066	0	0	0	0.999833346143199	0.999955116912154	0.99532309073792	0	0	0	64660	mitochondrial ribosomal protein S24	Mrps24	chr11	5703983	5707699
72046	5.47698821817881	-0.383149255717741	0.684849562691362	0.291981347076702	0	0	0	0.999997277470341	0.999035580093699	0.999998459369127	0	0	0	72046	upregulator of cell proliferation	Urgcp	chr11	5713417	5741176
76508	2.82252891193791	-0.389014402106219	-0.483124651930503	-1.30160716928139	0	0	-2.5122758372441	0.999965097711439	0.999821713834539	0.0121983702830776	0	0	-1	76508	ubiquitin-conjugating enzyme E2D, pseudogene	Ube2d-ps	chr11	5762150	5781876
